,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
480,4961651925,AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHH,1,1,1,0,1,0
490,5093285312,fucking loser suck a dick,1,0,1,0,1,0
511,5285933881,"WikiTheClown
Welcome to Wikipedia. Although everyone is welcome to contribute to Wikipedia, at least one of your recent edits, such as when you reverted my edit to Ibanez, shows you to be a rediculous fuck.  Please refrain from being a rediculous fuck.",1,0,1,0,1,0
571,5920307729,"""

 The Great One! 
I dont really have a problem, i just dont like you very much, u see i dont make many edits and im not one to taddle tale on vandels, and do u know the reason 4 that? its because i have this little thing called a life, i log on every now and again and make a few edits and for some reason when i do i find that some loser has got something to say to me, attacking my views on subjects that are of no concern to them, they dont care about subjects yet they go to the page to complain about the page itself """"disturbed are shit"""" """"Motorhead are not metal"""" and i shoot em down for that, then some faggots have a problem with me telling them that. and now u have done that, i made my peice then thought """"why should i listen to a poofter like him"""" so here i am again, u are a faggot nerd burger! u have managed to make me h8 u without me even knowing u, u are the biggest poofter bogan i have ever encountered on wiipedia and to be honest, if i had the chance i would probably cripple u! go back to ur gay orgy! go root ur mums boyfriend u fat sack of nerd shit!.       kind regards   """,0,0,1,0,1,1
577,5976790826,"STOP YOUR DAMN NONSENSE LUMINIFER!!!!!  YOU HAVE DONE NOTHING TO IMPROVE ANYTHING RELATED TO THESE ARTICLES!!! You continue to remove an official source which contradicts EVERYTHING you write!! RIGHT HERE http://www.flowertravellingband.com/english/biography/index.html READ IT!!!! WRITTEN IN BLOODY ENGLISH In 1971, the band signed with American Atlantic Records and Canadian GRT records released their second album “SATORI” in the U.S and Canada.Italic text and then you add sources to personal websites ect. STOP YOUR FUCKING RUBBISH!!!",1,0,1,0,1,0
587,6152887604,fuck you i will edit anything,1,0,1,0,1,0
595,6190159052,"probably that you are a german... fucking germans, nothing changes",1,0,1,0,1,1
616,6387484355,"Show up again when you figure out how to rub two brain cells together, and after you lose that filthy ego of yours!71.174.141.4",1,0,0,0,1,0
626,6555962475,and your a fucking fat wanker with no life. sits all day on the pc festering in his own shit. get a life you fat waster.,1,0,1,0,1,0
633,6635257656,hey you dumb bitch if i cant spell saturn girl well then why does the link lead to her page so fuck you and i can improve it and i will allow others ot improve it so get a fuckign life instead of thinkign your doing somethign good when youve never done anythign good ok your spellign sucks just as bad as the next o you wouldnt waste so much time on micrsoft trying to fix your so its your fuckign fault instead of being a man and asign you say my spellign is as bad your your piece of shit gradnman so fuck you and ill fix it up forever,1,0,1,0,1,0
665,6966501552,"Eat a Dick, Lucasbfr 

Yo . i'm [[User:Cool 97|Cool 97]

I know that you tryin' to Block my Page. And I Don't Fuckin' Like that.

your shit is GARBAGE! yeah you heard me!
I Do Have Rights to Upload Pictures!!!

Motherfuckers Like You Don't Belong to Wiipedia. 

By the way... Eat a Dick, Lucasbfr",1,0,1,0,1,0
674,7084026040,"who are you? 

who the hell are you and why are you trying to tell me what to do? Tell me, or else. Even if you cancel my account, I will another and keep making more, and more, and even more, so if you're just some random dude, then fuck off!",1,0,1,0,1,0
708,7397010786,"Screw my Butt 

Screw my Butt",1,0,1,0,1,0
714,7505302686,"blow 

it out of your ass, spic.",1,0,1,0,1,0
730,7694896732,<- Someone doesn't listen to Propagandhi. I pity the fool.,1,0,0,0,1,0
743,7843827462,"I thought I exorcised your parroting ass! Show up again when you figure out how to rub two brain cells together, and after you lose that filthy ego of yours!71.174.141.4",1,0,1,0,1,0
771,8114501554,"What's your concept for uncivic?? you are one of the worst collaborators of wikipedia, you can block any user that you can, so, you considers yourself the owner of Wikipedia. I repeat that thanks to you, there are a lot of users that abandon to collaborate on Wikipedia. And another thing: you are on of the best motherfuckers I met. If you are happy blocking me, make it. It's the only thing that makes you realized in your poor life. Come one, block all persons that not respect your limitations and appropiate the Wikipedia project to yourself!!! yeah!! so stupid you are!!!",1,0,1,0,1,0
783,8247161202,"So... you're a deletionist retard. 

Were your parents related? Like, before they were married?",1,0,0,0,1,0
791,8334044385,Just when you thought they couldn't possibly get any dumber...66.177.73.86,0,0,0,0,1,0
811,8513138241,This user is a fucking douche bag,1,1,1,0,1,0
819,8588125838,"Why don't you run cry to your mommy, little Aspie?",1,0,0,0,1,0
842,8781826543,I think you're being a hypocrite. 207.97.213.169,1,0,0,0,1,0
869,9111992246,"fuck  

62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165   fuck you bitch screw you harry potter asshole licking",1,1,1,0,1,0
875,9139143951,"hello wikipedia fuckhead 

A-holes of the labour market are SKILLED group",1,0,1,0,1,0
880,9172191947,"UsBeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
== Do I kn",1,0,0,0,1,0
889,9226896218,"""

 Contested deletion 

This page should not be speedily deleted because... (It speaks the truth of my life. You don't know the hardships I've been through. If you and your Jew @$$ wants to decide my destiny and silence my First Amendment Rights, FUkYOU! Get your fat wikipedia @ss off of my profile. You might think you have a life or something. Going around saying, """"Whoopdie Fuckedy Doo!, Ima go around and delete some random persons Wikipedia Page!"""" FUkYOU! You don't choose what to do with my wikipedia page. Fukyou and fucyour mom.)   """,1,0,1,0,1,1
982,10186605811,"And what will happen if they don't cease immediately oh you powerful one? Oh, I forgot, you said block!!  HAHAHAHA god, you are really stupid, aren't you?  -)   09:33, 31 Mar 2005 (UTC)",1,0,0,0,1,0
1005,10392991975,SPACE AFTER PERIOD YOU BUCKET HEAD. SUCK TO MUCH CARBON MONOXIDE? 207.69.139.142,0,0,0,0,1,0
1006,10405585540,You are a coward and a fool.,1,0,0,0,1,0
1013,10505405275,"Also, it's well known that slavic women don't like to wash ..down there ..:(( prepare to ask her to go to wash before..hmm I mean if you want to fuck a slavic woman..Their pussy stinks...",1,0,1,0,1,1
1015,10541796070,"How can you defend those barbarian invaders? 

They have NO RIGHT to be in Israel, those fucking scum!",1,0,1,0,1,1
1037,10791290528,"Cesc Fabregas 

You're a fucking idiot. Cesc Fabregas signed for Chelsea today you moron. It's been confirmed by both Barcelona and Chelsea. The transfer window for England opened on June 10th, not July 1st, get your facts straight. There's even pictures of him holding a Chelsea jersey. Get your facts right, Fabregas is officially a Chelsea player now you fucking retard.",1,0,1,0,1,0
1041,10841426725,"Was Jesus a bastard? Yes, for sure 

,",1,0,1,0,1,0
1082,11341259090,"Abey Gandu.. Wikipedian..  

Salley how dare you delete all the pic's of my collection to Kolkata page.

Harami.. 1st of all you don't put a pic. Then u try delete the pic's... Fuck u off.. gandu salla.",1,0,1,0,1,0
1088,11421905106,"And I GAVE you people sources, and that still wasn't good enough.  How can some moron who lives nowhere near Chatham-Kent be allowed to edit entries about a city they know NOTHING about?  Stop this nonsense.  It's getting old.",0,0,0,0,1,0
1121,11808155057,We can not block you because we are dumb and you are using webanywhere,1,0,0,0,1,0
1130,11896970283,"Zomfg.. You ppl make me laugh.. HA HA HA.. jeezus.. GoD You people need to get a social life, I mean COME ON PEOPLE. Ask yourself this, Are You a potiental re-re or just a full blown retard?!?! And Wishes? Whats this crap about WISHES??? Hes not in the Farking ground [NOT DEAD YOU STUPID IDOIT]XD!!!!!-Robohacker666 [Comin' throu the wall is real F**kin' cool! YOU GLASS BITCH!] >:]",1,0,1,0,1,0
1152,12066822466,Why don't you go F yourself deliting nigger? Fuck you and your lies!,1,0,1,0,1,0
1163,12153041569,"Fuck you Jasper you know he's a cunt and if you don't then you're one.

WHAT RIGHT do YOU, motherfucker, have to edit MY talk page?",1,0,1,0,1,0
1171,12357243832,Wikipedia's administrators are among the dumbest people alive. They are all fat basement dwelers who have never been laid. Fuck you.,1,0,1,0,1,0
1172,12372126623,i think this som bitch is fuckin nuts...i mean who the fuck cares....does this info help the yankees win the pennant? no.  does it help me pay child support for my 14 kids all of different racial decent? no....in short FUCK THIS,1,0,1,0,1,1
1217,12784677751,"Is it true? 

I had heard you like to suck cock.  Is it true?",1,0,1,0,1,0
1223,12813745232,"Fuck you 

You suck. Leave me alone. Fuck tildes too.",1,1,1,0,1,0
1238,12954832633,"Wow, Rhymeless isn't such a jerk.  He can spell.  I'm sure a 10th grade education gives you that luxuary.   But seriously folkes, what is this blocking bullshit?  Curps is a dickhead. I was making a valid point on this page, and sure I had vandalised Rhymeless's a few times, but I was making a serious point, and then he deleted it.  I go to his page and do the same as he did to me, and he blocks me.  What's the deal-yo yo?  Double standards because he's been around longer than me?  How do I get unblocked, and how do I get Curps blocked because 1. He has a stupid name that sounds like a venerial disease; and 2. He blocks me for no good reason?

Riff",1,0,0,0,1,0
1245,13002849712,"""
Okay I'm done talking about policy! I just thought I'd let you know that no one believes Wikipedia info to back up REAL sources. We aren't even allowed to use Wikipedia as a source on our Source Cards for research papers! Maybe you should find a new hobby and forget about wikipedia because I just created this account to make this place a bit more accurate! The internet is screwy noawadays and the only place I really trust is StarKidz because they get donations from parents etc...NO ONE EVEN TRUSTS WIKIPEDIA SO MAYBE YOU SHOULD STOP WASTING YOUR TIME! I'm never coming back here again. I previous had an account which you blocked for """"copyright infringment"""" when I wasn't posting anything you weren't. I honestly created this account to badmouth wikipedia so...YOU'RE AN ASS!   """,1,0,1,0,1,0
1262,13173271058,"YOU EAT CATS GUTS? 

THAT IS FUC*IN GROSS",1,0,1,0,1,0
1315,13719722750,"blocking
You are a company of wankers. instead you accept a new info you block me. I wish happy New Year to wiko)ipedia and all the wankers around. The main wanker is 4meter4. FUCK YOU ALL",1,0,1,0,1,0
1333,13893856383,"dr karl loves himself, fuck yourselves wikipedia 

go fuck yourselves wikipedia",1,0,1,0,1,0
1343,14005094251,Yamaguchi is a fake & paid PR of lakshmi manchu born on 8th october 1970 but pretends to be 16! Manchu is a joke & so are you yamaguchi ) Lol shut up & stop preaching and get lost u idiot!,1,0,0,0,1,0
1370,14344187109,"an expert on this subject, that and sucking dicks!",1,0,1,0,1,0
1450,15182210105,This clown is a fucking faggot that doesn't know his dick from his pussy.  He deletes others pages on a fucking whim.  Yours is proof of it,1,0,1,0,1,0
1468,15300870128,"Cheerleader 

Your a dumb fuck for having any interest in the Cheerleader article whatsoever, cheerleaders piss all over themselves, none have any worth.",1,0,1,0,1,0
1471,15353600934,"My personal opinion 

Is that you're a fucking wanker and I hope you die a painful death. 91.108.192.125",1,0,1,1,1,0
1540,15996252705,"Sorry man, my mistake. Happy editing in an enviroemnt were you can be called a racist and fuck all will be done, but you lose your temper and ask for a time our of 12 hours and get blocked for a week. And people wonder why I get fucking angry? What a shower of cunts.",1,0,1,0,1,0
1602,16785859745,", and I hope you enjoy dying of radiation, you fucking pussy.",1,0,1,0,1,0
1603,16801741913,HE CANT BAN PEOPLE! AND EVEN IF HE COULD ITS NOT BIGGY! HE'S JUST A LITTLE BABY WHO THOWS HIS TOYS OUT THE PRAM WHEN HE DOESN'T GET HIS PATHETIC WAY!,1,0,0,0,1,0
1649,17141984497,"""

 You are a jerk 

  You deserve yaoi Ohhhhh   """,1,0,1,0,1,0
1663,17313518568,"BITCH DON'T WARN ME EVER AGAIN

BITCH",1,0,1,0,1,0
1695,17546075511,"you're a dirty faggot 

lick my hairy nut sack douche bag, i'm gonna edit the shit out of wikipedia and enjoy it so fuk you",1,1,1,0,1,0
1699,17610558823,THE PERSONG SITTING TO MY RIGHT IS A STINKY VAGINA FACE,1,0,1,0,1,0
1703,17628940425,"Stop being a shithead, or I will rip off your head and piss down your esophagus, mother fucker. We Came In?",1,1,1,1,1,0
1733,17911793911,Handing out blocks using Twinkle. What a fucking disgrace. — lfdder,1,0,1,0,1,0
1744,17966447643,and why the fuck you say fuck you up there? fuck you too man!,1,1,1,0,1,0
1785,18338547019,"I don`t 

and don`t accuse me. and if you don`t have time so why you`re making that to Preity??? leave her. son of bitch. I am not the one whom you have blocked and if it had been me you couldn`t have done nothing in any case. Stupid asshole.",1,0,1,0,1,0
1841,18994259475,"""

 no cats for you! 

You're a dick, go fuck a cat, wait you can't even get that pussy ) 

  
""",1,0,1,0,1,0
1853,19115173161,"See you 

Lousy cunt",1,0,1,0,1,0
1879,19348078463,"HELLO AGAIN 

dont give a fcuk bull shit on wikipedia

and boy friend of your user:sikh history gezaaa 86.166.250.11",1,0,1,0,1,0
1880,19348422492,"Nah, thats okay, I'll just change IPs, just keep being a dick. I hope you like sucking on your own, thats if you got one.",1,0,1,0,1,0
1912,19777436328,I agree with Baseball Bugs on this one. This guy is being a real jerk.,0,0,0,0,1,0
1916,19824586850,"Fuck Wikipedia and fuck all the leftist, liberal, faggot-loving Jew Communists that run this fucked up piece of shit website!",1,1,1,0,1,1
