,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
480,4961651925,AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHHAHAHAH YAAA BITCH YAAAA!@!!!!!!AH HAAHH,1,1,1,0,1,0
490,5093285312,fucking loser suck a dick,1,0,1,0,1,0
502,5200557846,theres these 2 at fuck in school bathroom and its at florence hight school,1,0,1,0,0,0
511,5285933881,"WikiTheClown
Welcome to Wikipedia. Although everyone is welcome to contribute to Wikipedia, at least one of your recent edits, such as when you reverted my edit to Ibanez, shows you to be a rediculous fuck.  Please refrain from being a rediculous fuck.",1,0,1,0,1,0
571,5920307729,"""

 The Great One! 
I dont really have a problem, i just dont like you very much, u see i dont make many edits and im not one to taddle tale on vandels, and do u know the reason 4 that? its because i have this little thing called a life, i log on every now and again and make a few edits and for some reason when i do i find that some loser has got something to say to me, attacking my views on subjects that are of no concern to them, they dont care about subjects yet they go to the page to complain about the page itself """"disturbed are shit"""" """"Motorhead are not metal"""" and i shoot em down for that, then some faggots have a problem with me telling them that. and now u have done that, i made my peice then thought """"why should i listen to a poofter like him"""" so here i am again, u are a faggot nerd burger! u have managed to make me h8 u without me even knowing u, u are the biggest poofter bogan i have ever encountered on wiipedia and to be honest, if i had the chance i would probably cripple u! go back to ur gay orgy! go root ur mums boyfriend u fat sack of nerd shit!.       kind regards   """,0,0,1,0,1,1
577,5976790826,"STOP YOUR DAMN NONSENSE LUMINIFER!!!!!  YOU HAVE DONE NOTHING TO IMPROVE ANYTHING RELATED TO THESE ARTICLES!!! You continue to remove an official source which contradicts EVERYTHING you write!! RIGHT HERE http://www.flowertravellingband.com/english/biography/index.html READ IT!!!! WRITTEN IN BLOODY ENGLISH In 1971, the band signed with American Atlantic Records and Canadian GRT records released their second album “SATORI” in the U.S and Canada.Italic text and then you add sources to personal websites ect. STOP YOUR FUCKING RUBBISH!!!",1,0,1,0,1,0
587,6152887604,fuck you i will edit anything,1,0,1,0,1,0
595,6190159052,"probably that you are a german... fucking germans, nothing changes",1,0,1,0,1,1
626,6555962475,and your a fucking fat wanker with no life. sits all day on the pc festering in his own shit. get a life you fat waster.,1,0,1,0,1,0
633,6635257656,hey you dumb bitch if i cant spell saturn girl well then why does the link lead to her page so fuck you and i can improve it and i will allow others ot improve it so get a fuckign life instead of thinkign your doing somethign good when youve never done anythign good ok your spellign sucks just as bad as the next o you wouldnt waste so much time on micrsoft trying to fix your so its your fuckign fault instead of being a man and asign you say my spellign is as bad your your piece of shit gradnman so fuck you and ill fix it up forever,1,0,1,0,1,0
665,6966501552,"Eat a Dick, Lucasbfr 

Yo . i'm [[User:Cool 97|Cool 97]

I know that you tryin' to Block my Page. And I Don't Fuckin' Like that.

your shit is GARBAGE! yeah you heard me!
I Do Have Rights to Upload Pictures!!!

Motherfuckers Like You Don't Belong to Wiipedia. 

By the way... Eat a Dick, Lucasbfr",1,0,1,0,1,0
674,7084026040,"who are you? 

who the hell are you and why are you trying to tell me what to do? Tell me, or else. Even if you cancel my account, I will another and keep making more, and more, and even more, so if you're just some random dude, then fuck off!",1,0,1,0,1,0
708,7397010786,"Screw my Butt 

Screw my Butt",1,0,1,0,1,0
714,7505302686,"blow 

it out of your ass, spic.",1,0,1,0,1,0
717,7542550676,Ram it up ur ass very hard till ur eyes water,0,0,1,0,0,0
721,7577695878,FROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS,1,1,1,0,0,0
743,7843827462,"I thought I exorcised your parroting ass! Show up again when you figure out how to rub two brain cells together, and after you lose that filthy ego of yours!71.174.141.4",1,0,1,0,1,0
771,8114501554,"What's your concept for uncivic?? you are one of the worst collaborators of wikipedia, you can block any user that you can, so, you considers yourself the owner of Wikipedia. I repeat that thanks to you, there are a lot of users that abandon to collaborate on Wikipedia. And another thing: you are on of the best motherfuckers I met. If you are happy blocking me, make it. It's the only thing that makes you realized in your poor life. Come one, block all persons that not respect your limitations and appropiate the Wikipedia project to yourself!!! yeah!! so stupid you are!!!",1,0,1,0,1,0
786,8264419603,"Me again, having fun, suck it 

This not commercial purposes I'm not making any money, this is bullshit, I love DFW's work, he's brillant why all this?",1,0,1,0,0,0
811,8513138241,This user is a fucking douche bag,1,1,1,0,1,0
813,8525619924,"""

 Worst Season ever 
Anyone who likes Seasons 4 and onward have obviously NOT seen any of the old episodes from 1999-2004 and therefore is a total dickbag. I can never tell you how much I HATE the new SpongeBob!!! Nick had stopped caring about good animation and started caring only about the cash the SECOND they started this show. The old ones are great, while the new ones, I'd give an F plus 500 million minuses! I'd be so damn shocked if anybody even likes these new episodes, because anyone who does is downright retarded. It's like all Nick's staff wants to do now is win themselves a bunch of hot girls!

When the stooges at Nick began this show, it was nothing but great humor for 5 years. Now, SpongeBob's crew had lost ANY sight of what """"good quality"""" is all about! The writing is totally fucked up! I mean, Seriously, """"For Here or To Go""""? Who the fucking hell would watch an episode about taking orders at a fast food restaurant deciding whether or not to eat it at the restauraunt or home? I know there are now just copying off ideas of old episodes. Ex: Petsitter Pat. Patrick says the bath is gonna come to Gary. That's EXACTLY what SpongeBob said to Gary in """"Gary Takes a Bath"""", but that version is WAAAAAAY better than this new junk that anybody likes is mentally challenged and obviously hasn't watched the first three seasons! Even true SpongeBob fans should only like Season 1-3, because no episodes past that were even remotely decent. And I know for a fact it will never be as good as it used to be. I'm 100% certain that is true. ANYBODY who likes anything of the Post Movie era is just either brain-dead or childish. Stephen Hillenburg really knew quality, but now we just have a bunch of screwed-up polesmokers who only want the money. And NOTHING else! They're just like fucking Mr. Krabs clones! Paul Tibbit must be drunk or something, and Tom Kenny must have swallowed a slide whistle, because now SpongeBob is ABSOLUTELY NOTHING EXCEPT FOR UTTER GARBAGE THAT IS ALL BUT INTOLERABLE!!! Like I said, I cannot believe there are people that actually LIKE these new episodes! Everybody that likes Seasons 4-8 smoke too much crack! Anybody who's into the new SpongeBob doesn't know shit about quality if it hit him square in the ballsack! All I can say is, I am SO RELIEVED this show is ending in 2014. Only 2 more years of this trash that I will have to sit through! If they make a SpongeBob Channel, they should only do reruns of the first three seasons, because absolutely nothing afterwards was good. So there goes 7 years of my life I know I will never get back. I am not going to wait too much longer for them to cancel this unfunny garbage, because it needs to happen soon.71.74.87.105  

 Who the hell is editing this article? 

I'm pretty sure someone is abusing this article, but it doesn't matter, because it sucked before it.  — Preceding unsigned comment added by 72.93.14.231   """,1,0,1,0,0,0
858,8897599045,""":::What do you mean, """"mind your language""""?  He/she didn't say anything untoward.  You strike me as someone who's into dog-fucking.

""",1,0,1,0,0,0
864,8991565424,"(UTC)
Tolerance my ass, the only time they treat foreign people well is when they are tourists in which case it is only as a bland attempt to trick them and make them come back.  13:56, 9 October 2011",1,0,1,0,0,0
869,9111992246,"fuck  

62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165  62.158.73.165   fuck you bitch screw you harry potter asshole licking",1,1,1,0,1,0
875,9139143951,"hello wikipedia fuckhead 

A-holes of the labour market are SKILLED group",1,0,1,0,1,0
889,9226896218,"""

 Contested deletion 

This page should not be speedily deleted because... (It speaks the truth of my life. You don't know the hardships I've been through. If you and your Jew @$$ wants to decide my destiny and silence my First Amendment Rights, FUkYOU! Get your fat wikipedia @ss off of my profile. You might think you have a life or something. Going around saying, """"Whoopdie Fuckedy Doo!, Ima go around and delete some random persons Wikipedia Page!"""" FUkYOU! You don't choose what to do with my wikipedia page. Fukyou and fucyour mom.)   """,1,0,1,0,1,1
918,9560247070,. She has an admiration for Jewish cock,1,0,1,0,0,0
958,9894369163,""":I'll just beat its ass again.  I'm at a high enough level.  - THE VOICES 

""",1,0,1,0,0,0
975,10087922899,"This is ridiculous, Historian! First off, Haredi (in general) or Lithuanian Haredi (in particular) criticism is a perfectly valid topic for the encyclopedia. If it's sourced, it's includable, much as you may not like it. Next, Yated is as prominent as news organ in the Haredi world. Its opinions, including its editorials, do represent the views of the Lithuanian Orthodox leadership, and a discussion of those is valid here as well. Finally, Daniel575 is not even Litvish! He's explicitly a follower of the Dushinsky Hasidus, and by nationality is Dutch. Your positions here are ridiculous. Superfinally, stop using Yiddish and Hebrew terms! Andy is not Jewish, and probably has no idea wtf you're talking about! -  talk/email",0,0,1,0,0,0
977,10099391634,"Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U useless OCD psycho, u dont have anything better to do, do u? I told u to take a look at the page of IIT Bombay, fucker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. What a shame u r? U r only good as talking. U r useless. U got a lot to learn too.",1,0,1,0,0,0
1013,10505405275,"Also, it's well known that slavic women don't like to wash ..down there ..:(( prepare to ask her to go to wash before..hmm I mean if you want to fuck a slavic woman..Their pussy stinks...",1,0,1,0,1,1
1015,10541796070,"How can you defend those barbarian invaders? 

They have NO RIGHT to be in Israel, those fucking scum!",1,0,1,0,1,1
1037,10791290528,"Cesc Fabregas 

You're a fucking idiot. Cesc Fabregas signed for Chelsea today you moron. It's been confirmed by both Barcelona and Chelsea. The transfer window for England opened on June 10th, not July 1st, get your facts straight. There's even pictures of him holding a Chelsea jersey. Get your facts right, Fabregas is officially a Chelsea player now you fucking retard.",1,0,1,0,1,0
1041,10841426725,"Was Jesus a bastard? Yes, for sure 

,",1,0,1,0,1,0
1082,11341259090,"Abey Gandu.. Wikipedian..  

Salley how dare you delete all the pic's of my collection to Kolkata page.

Harami.. 1st of all you don't put a pic. Then u try delete the pic's... Fuck u off.. gandu salla.",1,0,1,0,1,0
1091,11450361149,"Just post the damn meme 

Look, Wikipedia is a bunch of pompous bullshit that's good for trolling and not much else, so let's throw the arbitrary standards out the window.  Srsly, you come down on vandalism (real or imagined) like a ton of bricks within a minute, but how long did it take you to notice the wikipedos trying to use wikipedia to advocate raping kids?  Kind of defeats the purpose of a hive mind if it can't stop shit like that.",1,0,1,0,0,0
1105,11631360251,"The EA Prayer 

Dear lord, please let EA not fuck this one up, like they fucked up Renegade and Generals... amen.",1,0,1,0,0,0
1124,11847332660,socalled deicision isnt worth shit,1,0,1,0,0,0
1130,11896970283,"Zomfg.. You ppl make me laugh.. HA HA HA.. jeezus.. GoD You people need to get a social life, I mean COME ON PEOPLE. Ask yourself this, Are You a potiental re-re or just a full blown retard?!?! And Wishes? Whats this crap about WISHES??? Hes not in the Farking ground [NOT DEAD YOU STUPID IDOIT]XD!!!!!-Robohacker666 [Comin' throu the wall is real F**kin' cool! YOU GLASS BITCH!] >:]",1,0,1,0,1,0
1152,12066822466,Why don't you go F yourself deliting nigger? Fuck you and your lies!,1,0,1,0,1,0
1163,12153041569,"Fuck you Jasper you know he's a cunt and if you don't then you're one.

WHAT RIGHT do YOU, motherfucker, have to edit MY talk page?",1,0,1,0,1,0
1171,12357243832,Wikipedia's administrators are among the dumbest people alive. They are all fat basement dwelers who have never been laid. Fuck you.,1,0,1,0,1,0
1172,12372126623,i think this som bitch is fuckin nuts...i mean who the fuck cares....does this info help the yankees win the pennant? no.  does it help me pay child support for my 14 kids all of different racial decent? no....in short FUCK THIS,1,0,1,0,1,1
1198,12614576588,"I want this jerk blocked for vandalism
 (once again reverting to last good version  Beckford's claims that I am not allowed to edit are ridiculous, especially as he is here only to push POV and promote himself and his alleged expert status) 

 This war will go on forever. He is simply a jerk.

beckjord",1,0,1,0,0,0
1217,12784677751,"Is it true? 

I had heard you like to suck cock.  Is it true?",1,0,1,0,1,0
1223,12813745232,"Fuck you 

You suck. Leave me alone. Fuck tildes too.",1,1,1,0,1,0
1242,12995146180,The sooner you people just cut the crap and get on with writing wikipedia the encyclopedia and hang up your sheriff badges the better.,0,0,1,0,0,0
1245,13002849712,"""
Okay I'm done talking about policy! I just thought I'd let you know that no one believes Wikipedia info to back up REAL sources. We aren't even allowed to use Wikipedia as a source on our Source Cards for research papers! Maybe you should find a new hobby and forget about wikipedia because I just created this account to make this place a bit more accurate! The internet is screwy noawadays and the only place I really trust is StarKidz because they get donations from parents etc...NO ONE EVEN TRUSTS WIKIPEDIA SO MAYBE YOU SHOULD STOP WASTING YOUR TIME! I'm never coming back here again. I previous had an account which you blocked for """"copyright infringment"""" when I wasn't posting anything you weren't. I honestly created this account to badmouth wikipedia so...YOU'RE AN ASS!   """,1,0,1,0,1,0
1262,13173271058,"YOU EAT CATS GUTS? 

THAT IS FUC*IN GROSS",1,0,1,0,1,0
1315,13719722750,"blocking
You are a company of wankers. instead you accept a new info you block me. I wish happy New Year to wiko)ipedia and all the wankers around. The main wanker is 4meter4. FUCK YOU ALL",1,0,1,0,1,0
1333,13893856383,"dr karl loves himself, fuck yourselves wikipedia 

go fuck yourselves wikipedia",1,0,1,0,1,0
1338,13925401179,"Jerk me jolly. 

I have a big penis, not to mention the species is thriving.",1,0,1,0,0,0
1370,14344187109,"an expert on this subject, that and sucking dicks!",1,0,1,0,1,0
1444,15101418298,"THERE HASNT BEEN ANY EPISODES SINCE MARCH 7, DUMBASSES!!! 

50.180.208.181",1,0,1,0,0,0
1450,15182210105,This clown is a fucking faggot that doesn't know his dick from his pussy.  He deletes others pages on a fucking whim.  Yours is proof of it,1,0,1,0,1,0
1468,15300870128,"Cheerleader 

Your a dumb fuck for having any interest in the Cheerleader article whatsoever, cheerleaders piss all over themselves, none have any worth.",1,0,1,0,1,0
1471,15353600934,"My personal opinion 

Is that you're a fucking wanker and I hope you die a painful death. 91.108.192.125",1,0,1,1,1,0
1482,15474831540,"""Read """"Powers of Horror"""" and tell me she isnt an anti-semite. Now stop fucking editing my god damn edits. Just because its true and cited does not give you the right to protect her.

""",1,0,1,0,0,0
